01-May-2019 10:10:58
Sound experiment logfile
Participant 7

sound1,sound2,response
34,33,1
38,34,2
18,17,1
38,31,2
15,14,2
19,16,2
38,36,2
37,36,1
22,31,1
30,21,2
20,29,1
12,3,2
22,31,1
22,31,2
29,20,2
30,21,2
29,20,2
1,10,2
3,12,1
21,30,1
1,10,2
30,21,2
20,29,1
3,12,1
20,29,1
1,10,2
11,2,2
12,3,2
10,1,2
10,1,1
3,12,2
10,1,2
21,30,1
12,3,2
2,11,1
21,30,1
2,11,2
11,2,2
31,22,2
11,2,2
2,11,1
31,22,2
29,20,2
31,22,2
